Time,PM10,PM25,PM100,Temperature,Gas,Relative Humidity,Pressure,Altitude
1707956652.7415316,0,0,0,23.4753125,224410,43.43762032976126,1005.1347667984523,67.78500749664944
1707956653.7545073,0,0,0,23.4747265625,223953,43.44352456964266,1005.1372161224942,67.76448201044191
1707956654.7674556,0,0,0,23.4739453125,223953,43.43149480462843,1005.1393397181804,67.74668618067943
1707956655.7804477,0,0,0,23.4743359375,223648,43.419598790310715,1005.1382779212934,67.75558408374387
1707956656.7935052,0,0,0,23.4747265625,223497,43.437553877233796,1005.1474955828598,67.67833994160542
1707956657.8064678,0,0,0,23.475703125,223800,43.44363533616081,1005.1559771937583,67.60726442179288
1707956658.8194237,0,0,0,23.4753125,223953,43.44956194195282,1005.155325739544,67.6127235617422
1707956659.8325024,0,0,0,23.475703125,223043,43.449606253527435,1005.1594036874717,67.57855069551599
1707956660.8455462,0,0,0,23.476484375,223800,43.4676089355745,1005.1589933514714,67.58198927216571
1707956661.8585289,0,0,0,23.4782421875,224258,43.461836819342636,1005.1636381565369,67.54306631390595
1707956662.8713977,0,0,0,23.4798046875,224105,43.4679857175284,1005.1662439860967,67.52122981107145
1707956663.8843448,0,0,0,23.48078125,224105,43.47406836992307,1005.1747256744916,67.45015471527111
1707956664.8973587,0,0,0,23.4809765625,224258,43.468118702508285,1005.1750514055914,67.44742515413814
1707956665.9103792,0,0,0,23.4813671875,224258,43.468163031195914,1005.177416130719,67.42760925442404
1707956666.9234824,0,0,0,23.4809765625,224563,43.468118702508285,1005.1681983594879,67.504852453792
1707956667.9364612,0,0,0,23.4809765625,223648,43.47409053661519,1005.1424994508764,67.72020753135372
1707956668.9498155,0,0,0,23.481953125,224410,43.462257891255184,1005.1201423913035,67.90756177137078
1707956669.9627442,0,0,0,23.483515625,224717,43.4564637498019,1005.0987623968983,68.08673127070254
1707956670.9757123,0,0,0,23.484296875,224105,43.45058115382322,1005.0795060374898,68.24810683899786
1707956671.9898822,0,0,0,23.485859375,224105,43.444787374799525,1005.0632656858465,68.384209068551
1707956673.002754,0,0,0,23.4864453125,224410,43.462767631679604,1005.0591029613523,68.4190950583051
1707956674.0157428,0,0,0,23.4868359375,223800,43.45684047722362,1005.0957330476016,68.11211819657947
1707956675.0287294,0,0,0,23.487421875,225177,43.45690695988678,1005.1018499833591,68.06085636232355
1707956676.0417795,0,0,0,23.4868359375,225024,43.444898154173195,1005.0734605138017,68.29877112829031
1707956677.0547738,0,0,0,23.4880078125,224717,43.445031090910014,1005.0617085069217,68.39725909650414
1707956678.0678551,0,0,0,23.4880078125,225640,43.43906023419977,1005.0497155943772,68.49776694158956
1707956679.080874,0,0,0,23.4883984375,225332,43.4391045419735,1005.0452271522573,68.5353830451498
1707956680.0938282,0,0,0,23.4899609375,224717,43.427340651748395,1005.0409795468148,68.57098090387674
1707956681.10679,0,0,0,23.4919140625,224717,43.42159188218558,1005.033956714725,68.62983734027046
1707956682.1197577,0,0,0,23.492890625,224563,43.42170262021965,1005.0321585617961,68.64490722207678
1707956683.1327515,0,0,0,23.4950390625,225640,43.415976155654576,1005.0357410691987,68.61488312153766
1707956684.1457546,0,0,0,23.496796875,225332,43.42214558362644,1005.0369589189696,68.60467664625183
